Date,Open-nflx,High-nflx,Low-nflx,Close-nflx,Adj Close-nflx,Volume-nflx
11/20/12,11.644286,11.957143,11.588572,11.771428,11.771428,15340500
11/21/12,11.785714,12.08,11.785714,11.857142,11.857142,10889900
11/23/12,11.915714,11.964286,11.74,11.85,11.85,8396500
11/26/12,11.8,11.84,11.438571,11.722857,11.722857,13484100
11/27/12,11.718572,11.928572,11.651428,11.868571,11.868571,15524600
11/28/12,11.821428,11.938571,11.687143,11.747143,11.747143,14495600
11/29/12,11.77,11.825714,11.542857,11.625714,11.625714,11473000
11/30/12,11.5,11.672857,11.332857,11.672857,11.672857,14986300
12/3/12,11.692857,11.71,10.785714,10.857142,10.857142,29197700
12/4/12,10.787143,12.571428,10.642858,12.378572,12.378572,101757600
12/5/12,12.371428,12.511429,11.845715,11.91,11.91,59357900
12/6/12,11.742857,12.651428,11.671429,12.31,12.31,38103800
12/7/12,12.61,12.825714,12.184286,12.282857,12.282857,34780200
12/10/12,12.285714,12.428572,12.071428,12.114285,12.114285,14322700
12/11/12,12.185715,12.461429,12.057143,12.297143,12.297143,16028600
12/12/12,12.324286,13.307143,12.277143,12.961429,12.961429,54929000
12/13/12,12.978572,13.331429,12.838572,13.222857,13.222857,28865900
12/14/12,13.238571,13.527143,13.142858,13.328571,13.328571,27706700
12/17/12,13.281428,13.57,13.158571,13.528571,13.528571,21660800
12/18/12,13.567142,13.935715,13.464286,13.662857,13.662857,29348200
12/19/12,13.8,13.971429,13.35,13.425714,13.425714,30674700
12/20/12,13.475715,13.5,13.235714,13.357142,13.357142,16611700
12/21/12,13.15,13.268572,13.015715,13.048572,13.048572,28430500
12/24/12,13.08,13.121428,12.757143,12.89,12.89,7193200
12/26/12,12.834286,13.271428,12.768572,12.95,12.95,15166900
12/27/12,12.941428,13.062857,12.648571,12.928572,12.928572,14898100
12/28/12,12.828571,12.935715,12.7,12.761429,12.761429,11123000
12/31/12,12.768572,13.357142,12.715714,13.227143,13.227143,18078900
1/2/13,13.601429,13.687143,12.955714,13.144286,13.144286,19431300
1/3/13,13.138572,13.988571,13.075714,13.798572,13.798572,27912500
1/4/13,13.791429,13.958571,13.648571,13.711429,13.711429,17761100
1/7/13,13.77,14.535714,13.731428,14.171429,14.171429,45550400
1/8/13,14.287143,14.427143,13.828571,13.88,13.88,24714900
1/9/13,13.874286,13.992857,13.507143,13.701428,13.701428,20223000
1/10/13,13.795714,14.274285,13.671429,14,14,26117700
1/11/13,14.025714,14.56,14,14.47,14.47,29851500
1/14/13,14.427143,14.928572,14.365714,14.778571,14.778571,23473100
1/15/13,14.717143,14.908571,14.435715,14.527143,14.527143,17068100
1/16/13,14.545714,14.614285,13.822857,13.925714,13.925714,28014700
1/17/13,14.012857,14.085714,13.678572,13.957143,13.957143,16221100
1/18/13,14.34,14.562857,14.097143,14.167143,14.167143,35999600
1/22/13,14.235714,14.235714,13.798572,13.972857,13.972857,22773100
1/23/13,13.875714,14.832857,13.86,14.751429,14.751429,74235000
1/24/13,20.57,21.309999,19.945715,20.98,20.98,118805400
1/25/13,20.809999,24.668571,20.801428,24.222857,24.222857,191445800
1/28/13,24.644285,25.321428,22.969999,23.158571,23.158571,109104800
1/29/13,22.59,24.268572,22.375713,24.16,24.16,59542000
1/30/13,24.784286,25.071428,23.237143,23.957144,23.957144,48062700
1/31/13,23.871429,24.142857,22.902857,23.605715,23.605715,35601300
2/1/13,24.285715,24.714285,23.411428,23.542856,23.542856,50358000
2/4/13,23.254286,25.018572,23.254286,24.962856,24.962856,50969100
2/5/13,24.625713,25.412857,24.428572,24.912857,24.912857,57056300
2/6/13,25,26.478571,24.935715,26.344286,26.344286,67190900
2/7/13,26.535715,26.982857,25.505714,25.994286,25.994286,53086600
2/8/13,25.962856,26.280001,25.715714,25.852858,25.852858,25657800
2/11/13,25.568571,26.007143,24.971428,25.412857,25.412857,29325100
2/12/13,25.808571,26.222857,25.101429,25.421429,25.421429,34399400
2/13/13,25.842857,26.628571,25.665714,26.610001,26.610001,40929000
2/14/13,26.755714,27.121429,26.384285,26.771429,26.771429,31979500
2/15/13,26.938572,27.142857,26.608572,27.072857,27.072857,26652500
2/19/13,27.285715,28.167143,27.164286,28.064285,28.064285,34138300
2/20/13,28.225714,28.231428,26.642857,26.731428,26.731428,34996500
2/21/13,26.571428,27.457144,26.071428,26.735714,26.735714,36894200
2/22/13,26.245714,26.255714,25.49,25.694286,25.694286,38971100
2/25/13,25.855715,26.728571,25.064285,25.617144,25.617144,52164700
2/26/13,25.799999,26.459999,25.085714,26.298571,26.298571,33882100
2/27/13,26.225714,26.571428,25.794285,26.331429,26.331429,22626800
2/28/13,26.258572,27.447144,26.215714,26.868572,26.868572,34293700
3/1/13,26.73,27.191429,26.601429,27.052856,27.052856,21451500
3/4/13,26.954287,27.154285,25.237143,25.887142,25.887142,47824000
3/5/13,26.381428,26.472857,25.440001,25.961428,25.961428,32326700
3/6/13,26.021429,26.422857,25.654285,26.134285,26.134285,17435600
3/7/13,25.714285,26.071428,25.165714,25.937143,25.937143,28695800
3/8/13,26.064285,26.549999,25.815714,26.385714,26.385714,23513000
3/11/13,26.285715,26.360001,25.572857,25.778572,25.778572,21015400
3/12/13,25.622858,26.309999,25.607143,26.015715,26.015715,21151900
3/13/13,26.771429,27.884285,26.678572,27.48,27.48,53898600
3/14/13,27.527143,27.527143,26.724285,26.91,26.91,28450800
3/15/13,27.035715,27.141428,26.364286,26.407143,26.407143,20667500
3/18/13,25.911428,26.681429,25.792856,26.512857,26.512857,18073300
3/19/13,26.571428,26.678572,25.607143,25.91,25.91,19873700
3/20/13,26.088572,26.264286,25.775715,26.15,26.15,11132100
3/21/13,26.057142,26.771429,25.995714,25.998571,25.998571,18804100
3/22/13,26.157143,26.265715,25.642857,25.9,25.9,14189000
3/25/13,26.061428,26.405714,25.681429,25.827143,25.827143,15024800
3/26/13,26.285715,27.52,26.228571,27.23,27.23,46817400
3/27/13,27.091429,28.151428,26.904285,27.177143,27.177143,40475400
3/28/13,27.25,27.557142,26.942858,27.040001,27.040001,19588100
4/1/13,27.278572,27.357143,25.924286,26.061428,26.061428,22947400
4/2/13,26.271429,26.454287,25.157143,25.241428,25.241428,32280500
4/3/13,25.292856,25.475714,23.465714,24.248571,24.248571,75357800
4/4/13,23.91,24.304285,23.401428,23.812857,23.812857,34460300
4/5/13,23.360001,24.357143,23.218571,23.522858,23.522858,32512900
4/8/13,23.690001,23.757143,22.714285,23.294285,23.294285,31745000
4/9/13,23.355715,24.481428,23.15,24.194286,24.194286,34045900
4/10/13,24,24.207144,23.558571,23.724285,23.724285,29709400
4/11/13,24.118572,24.771429,24.117144,24.715714,24.715714,33056100
4/12/13,25.284286,25.377142,24.457144,24.742857,24.742857,37797900
4/15/13,25.08,26.049999,24.971428,25.214285,25.214285,46529000
4/16/13,24.995714,25.389999,24.610001,25.121429,25.121429,29711500
4/17/13,24.905714,25.341429,24.038572,24.194286,24.194286,27545700
4/18/13,24.428572,24.557142,23.114286,23.402857,23.402857,23121000
4/19/13,23.642857,24.167143,23.290001,23.338572,23.338572,20163500
4/22/13,23.674286,25.214285,23.674286,24.91,24.91,84870100
4/23/13,30.795713,31.34,29.93,30.998571,30.998571,114860900
4/24/13,31.085714,32.042858,30.459999,30.959999,30.959999,46898600
4/25/13,30.997143,31.255714,30.467142,30.535715,30.535715,29274000
4/26/13,31,31.018572,30.360001,30.792856,30.792856,21790300
4/29/13,30.944286,31.104286,30.287144,30.715714,30.715714,20787200
4/30/13,30.657143,31.392857,30.605715,30.867144,30.867144,25071200
5/1/13,30.845715,31.055714,30.235714,30.415714,30.415714,18359600
5/2/13,30.462856,30.778572,30.027143,30.641428,30.641428,18328800
5/3/13,30.825714,31.175714,30.385714,30.492857,30.492857,15431500
5/6/13,29.947144,30.35,29.145714,30.098572,30.098572,31731000
5/7/13,29.825714,30.074286,29.371429,29.464285,29.464285,17079300
5/8/13,29.275715,30.057142,29.218571,29.801428,29.801428,17623200
5/9/13,29.718571,31.268572,29.502857,30.915714,30.915714,36108800
5/10/13,30.915714,31.392857,30.651428,31.098572,31.098572,18844700
5/13/13,31.024286,32.812859,31.02,32.76857,32.76857,41357400
5/14/13,33.14143,33.798573,32.971428,33.424286,33.424286,38535700
5/15/13,34.209999,35.061428,33.975716,34.771427,34.771427,36029700
5/16/13,35.278572,35.549999,33.599998,33.861427,33.861427,28053200
5/17/13,34.075714,34.67857,33.714287,34.142857,34.142857,20141100
5/20/13,34.062859,34.521427,33.822857,34.221428,34.221428,14765800
5/21/13,34.291428,34.414288,33.57143,33.869999,33.869999,11491200
5/22/13,33.485714,34.028572,32.377144,32.651428,32.651428,21769300
5/23/13,32.242859,32.599998,31.65,32.311428,32.311428,16198000
5/24/13,32.175713,32.714287,32.07143,32.677143,32.677143,11808300
5/28/13,33.107143,33.708572,30.425714,30.598572,30.598572,39525500
5/29/13,30.65,31.625713,29.987143,30.762857,30.762857,34101900
5/30/13,30.861429,31.857143,30.221428,31.808571,31.808571,24087700
5/31/13,32.177143,32.797142,32.007141,32.32143,32.32143,25416300
6/3/13,32.435715,32.5,31.081429,31.709999,31.709999,21270900
6/4/13,31.445715,32.507141,31.224285,32.187141,32.187141,23006900
6/5/13,31.884285,32.57143,31.200001,31.922857,31.922857,33096000
6/6/13,31.731428,32.200001,30.571428,31.105715,31.105715,26069400
6/7/13,31.234285,31.545713,30.807142,31.459999,31.459999,15299200
6/10/13,31.861429,31.904285,30.865715,31.561428,31.561428,13812400
6/11/13,31.121429,31.467142,30.542856,30.637142,30.637142,14213500
6/12/13,30.832857,30.832857,29.552856,29.662857,29.662857,19108600
6/13/13,29.712856,30.792856,29.392857,30.77,30.77,18511500
6/14/13,30.681429,31.04143,30.331429,30.57,30.57,12495700
6/17/13,32.220001,32.92857,31.964285,32.747143,32.747143,35851200
6/18/13,32.89143,33,32.342857,32.689999,32.689999,17476900
6/19/13,32.57143,33.697144,32.515713,33.187141,33.187141,22353100
6/20/13,32.781429,33,31.505714,31.931429,31.931429,21116200
6/21/13,32.150002,32.34,30.6,30.985714,30.985714,23398200
6/24/13,30.428572,31.297142,29.857143,30.799999,30.799999,17896200
6/25/13,30.281429,30.5,29.651428,30.414286,30.414286,20918800
6/26/13,30.65,31.178572,30.117144,30.299999,30.299999,18834200
6/27/13,30.415714,30.961428,29.942858,30.709999,30.709999,18326700
6/28/13,30.610001,30.9,30.007143,30.155714,30.155714,19581100
7/1/13,30.517143,32.189999,30.285715,32.040001,32.040001,24517500
7/2/13,32.175713,32.495716,31.142857,31.637142,31.637142,17730300
7/3/13,31.731428,32,31.278572,31.558571,31.558571,8625400
7/5/13,31.727142,32.17857,31.332857,32.157143,32.157143,9957500
7/8/13,32.425713,33.605713,32.215714,33.299999,33.299999,24289300
7/9/13,33.577145,35.344284,33.552856,35.34,35.34,35509600
7/10/13,35.078571,35.271427,34.172855,34.831429,34.831429,22578500
7/11/13,35.42857,35.599998,34.402859,34.881428,34.881428,21146300
7/12/13,35.118572,36.775715,35.107143,36.751427,36.751427,34238400
7/15/13,37.057144,37.121429,36.01857,36.854286,36.854286,20612900
7/16/13,36.755714,38.052856,36.671429,37.21143,37.21143,33356400
7/17/13,37.32,38.322857,36.952858,38.274284,38.274284,19510400
7/18/13,38.615715,38.615715,37.714287,38.058571,38.058571,20487600
7/19/13,38.204285,38.278572,37.597141,37.797142,37.797142,18120200
7/22/13,38.121429,38.392857,36.73143,37.422855,37.422855,47313700
7/23/13,35.914288,37.46143,35.171429,35.751427,35.751427,76829200
7/24/13,35.674286,36.035713,34.314285,34.471428,34.471428,33409600
7/25/13,34.365715,35.380001,34.272858,35.248573,35.248573,19634300
7/26/13,34.945713,35.282856,34.401428,35.187141,35.187141,17826900
7/29/13,35.151428,35.810001,34.642857,34.994286,34.994286,13215300
7/30/13,35.057144,35.415714,34.544285,34.822857,34.822857,10890600
7/31/13,34.772858,35.299999,34.562859,34.925713,34.925713,13120800
8/1/13,35.220001,35.714287,34.938572,35.58857,35.58857,14139300
8/2/13,35.619999,35.619999,34.971428,35.168571,35.168571,13879600
8/5/13,34.844284,36.271427,34.482857,36.262856,36.262856,22962100
8/6/13,36.278572,36.799999,35.728573,36.557144,36.557144,20413400
8/7/13,36.337143,36.781429,35.522858,35.601429,35.601429,16328900
8/8/13,35.98143,36.271427,35.492859,35.771427,35.771427,14800100
8/9/13,35.712856,36.244286,35.685715,36.107143,36.107143,12322800
8/12/13,35.897144,36.714287,35.774284,36.657143,36.657143,17804500
8/13/13,36.950001,37.457142,36.18,37.027142,37.027142,21940800
8/14/13,36.900002,37.684284,36.860001,37.401428,37.401428,17399900
8/15/13,37,37.212856,35.908573,36.201427,36.201427,16629200
8/16/13,36.172855,37.164288,35.875713,36.98143,36.98143,21354200
8/19/13,36.857143,37.642857,36.82143,37.111427,37.111427,15497300
8/20/13,37.561428,39.077145,37.5,39.041428,39.041428,30140600
8/21/13,38.984287,39.235714,38.214287,38.624287,38.624287,21258300
8/22/13,38.931427,39.065716,38.318573,38.535713,38.535713,9961700
8/23/13,38.578571,39.77,38.431427,39.765713,39.765713,22285200
8/26/13,39.444286,41.419998,39.148571,40.388573,40.388573,31017700
8/27/13,39.878571,40.84,39.214287,39.434284,39.434284,23138500
8/28/13,39.808571,40.714287,39.485714,40.48,40.48,19355700
8/29/13,40.575714,41.46143,40.548573,41.121429,41.121429,19059600
8/30/13,41.17857,41.261429,40.421429,40.558571,40.558571,15149400
9/3/13,41.061428,41.529999,40.650002,41.285713,41.285713,19969600
9/4/13,41.262856,41.865715,40.998573,41.775715,41.775715,19701500
9/5/13,42.400002,42.704285,42.060001,42.158573,42.158573,19072200
9/6/13,42.332859,42.35857,41.457142,41.648571,41.648571,17698800
9/9/13,41.82143,42.185715,41.468571,42.021427,42.021427,13840400
9/10/13,42.5,44.748573,42.401428,44.722858,44.722858,36682100
9/11/13,44.82,44.882858,43.41143,44.042858,44.042858,29940400
9/12/13,43.119999,43.778572,42.621429,43.058571,43.058571,21947800
9/13/13,43.142857,43.714287,42.741428,43.664288,43.664288,15029700
9/16/13,44.285713,44.312859,43.114285,43.165714,43.165714,14055300
9/17/13,43.148571,43.322857,42.528572,42.792858,42.792858,18200700
9/18/13,42.708572,43.954285,42.58857,43.845715,43.845715,13739600
9/19/13,44.052856,44.107143,43.43,43.642857,43.642857,17449600
9/20/13,43.691429,45.127144,43.66,44.832859,44.832859,30791600
9/23/13,45.77,45.77,42.78857,43.148571,43.148571,32030600
9/24/13,43.042858,44.200001,42.907143,43.784286,43.784286,18780300
9/25/13,44.028572,44.400002,43.437141,43.877144,43.877144,14639100
9/26/13,44.005714,44.927143,43.92857,44.787144,44.787144,12460700
9/27/13,44.394287,44.78857,44.242859,44.628571,44.628571,8299200
9/30/13,43.959999,44.592857,43.599998,44.172855,44.172855,12528600
10/1/13,44.967144,46.385715,44.857143,46.374287,46.374287,29693300
10/2/13,46.012856,47.657143,45.945713,47.247143,47.247143,30583700
10/3/13,47.287144,47.785713,45.435715,45.959999,45.959999,24613400
10/4/13,46.240002,46.900002,45.505714,46.751427,46.751427,16814000
10/7/13,46.291428,46.709999,45.450001,45.451427,45.451427,14634900
10/8/13,45.612858,45.931427,42.795715,43.188572,43.188572,28678300
10/9/13,42.889999,42.939999,40.400002,41.204285,41.204285,41948900
10/10/13,43,43.918571,42.342857,43.427143,43.427143,30695000
10/11/13,43.472858,43.944286,42.875713,42.978573,42.978573,19200300
10/14/13,44.372856,46.467144,43.714287,46.337143,46.337143,45659600
10/15/13,46.442856,46.761429,45.619999,45.955715,45.955715,26848500
10/16/13,45.73,46.5,45.465714,46.125713,46.125713,18843300
10/17/13,46.029999,47.172855,45.665714,47.157143,47.157143,19272400
10/18/13,47.714287,48.068573,46.799999,47.642857,47.642857,25454800
10/21/13,48.988571,50.774284,48.585712,50.712856,50.712856,65090200
10/22/13,55.405716,55.594284,45.92857,46.074287,46.074287,181099800
10/23/13,45.331429,47.884285,45.285713,47.177143,47.177143,58376500
10/24/13,47.348572,48.121429,46.237144,47.317142,47.317142,33559400
10/25/13,47.285713,48.171429,46.558571,46.861427,46.861427,24062500
10/28/13,46.43,47.279999,44.544285,44.857143,44.857143,34260800
10/29/13,45.509998,46.767143,44.171429,46.757141,46.757141,30936500
10/30/13,46.959999,46.990002,45.08857,45.44857,45.44857,21640500
10/31/13,45.444286,46.664288,45.099998,46.068573,46.068573,18489800
11/1/13,46.975716,47.642857,46.557144,47.03857,47.03857,22020600
11/4/13,47.278572,48.255714,46.450001,48.228573,48.228573,21919100
11/5/13,47.934284,48.914288,47.578571,48.785713,48.785713,17289300
11/6/13,48.498573,49.195713,47.541428,47.947144,47.947144,20733300
11/7/13,48.42857,48.524284,46.451427,46.694286,46.694286,20007400
11/8/13,46.702858,47.942856,46.502857,47.842857,47.842857,19448800
11/11/13,47.535713,48.5,46.945713,48.272858,48.272858,16815400
11/12/13,48.025715,48.5,47.335712,47.675713,47.675713,12231800
11/13/13,47.602856,47.922855,47.014286,47.897144,47.897144,11967900
11/14/13,47.970001,49.142857,47.874287,48.938572,48.938572,20104700
11/15/13,49.228573,49.984287,49.011429,49.965714,49.965714,20152300
11/18/13,50,50.07,48.5,48.824287,48.824287,20247500
11/19/13,48.681427,49.545715,47.748573,48.184284,48.184284,17057600
11/20/13,49.049999,49.478573,48.235714,48.502857,48.502857,19481700
11/21/13,48.89143,49.811428,48.810001,49.785713,49.785713,15989400
11/22/13,49.832859,50.085712,49.142857,49.692856,49.692856,14202300
11/25/13,49.557144,50.418571,49.287144,50.034286,50.034286,13984600
11/26/13,50.07143,50.922855,49.652859,50.742859,50.742859,14683200
11/27/13,51.015713,51.978573,50.505714,51.784286,51.784286,16832900
11/29/13,52.007141,52.542858,51.85857,52.257141,52.257141,8388100
12/2/13,52.125713,52.565716,51.372856,51.988571,51.988571,11675300
12/3/13,51.69857,51.939999,50.92857,51.848572,51.848572,13400800
12/4/13,51.512856,52.664288,50.892857,50.895714,50.895714,19395600
12/5/13,51.114285,51.59,50.484287,51.151428,51.151428,13793500
12/6/13,51.577145,51.618572,50.285713,50.634285,50.634285,12075700
12/9/13,50.738571,51.41,50.515713,50.810001,50.810001,11718700
12/10/13,50.714287,52.062859,50.474285,51.871429,51.871429,14089600
12/11/13,52.052856,53.022858,51.745716,51.997143,51.997143,20066900
12/12/13,51.952858,53.548573,51.935715,53.332859,53.332859,21318500
12/13/13,53.735714,53.857143,52.687141,52.709999,52.709999,17854900
12/16/13,52.854286,53,52.035713,52.330002,52.330002,13911100
12/17/13,52.392857,53.957142,52.324287,53.552856,53.552856,18448500
12/18/13,53.408573,53.857143,52.35857,53.748573,53.748573,19881400
12/19/13,53.457142,54.265713,53.335712,53.82,53.82,13849500
12/20/13,53.785713,54.241428,53.477142,53.667141,53.667141,18817400
12/23/13,54.098572,54.775715,53.804287,54.368572,54.368572,12624500
12/24/13,54.394287,54.851429,53.925713,54.055714,54.055714,5577600
12/26/13,54.015713,54.415714,53.689999,53.847141,53.847141,12268900
12/27/13,53.872856,54.107143,52.258572,52.5,52.5,16948400
12/30/13,52.517143,52.791428,51.291428,52.427143,52.427143,15075200
12/31/13,52.214287,52.735714,51.947144,52.595715,52.595715,10516800
1/2/14,52.401428,52.511429,51.542858,51.831429,51.831429,12325600
1/3/14,52,52.495716,51.842857,51.871429,51.871429,10817100
1/6/14,51.889999,52.044285,50.475716,51.367142,51.367142,15501500
1/7/14,49.684284,49.69857,48.152859,48.5,48.5,36167600
1/8/14,48.104286,49.425713,48.074287,48.712856,48.712856,20001100
