AMZN_unscaled,AMZN_monthly,scale,AMZN
41,14.0,0.14,5.74
7,14.0,0.14,0.9800000000000001
9,14.0,0.14,1.2600000000000002
32,14.0,0.14,4.48
25,14.0,0.14,3.5000000000000004
34,14.0,0.14,4.760000000000001
22,14.0,0.14,3.08
23,14.0,0.14,3.22
10,14.0,0.14,1.4000000000000001
5,14.0,0.14,0.7000000000000001
28,14.0,0.14,3.9200000000000004
14,16.0,0.16,2.24
14,16.0,0.16,2.24
16,16.0,0.16,2.56
6,16.0,0.16,0.96
3,16.0,0.16,0.48
6,16.0,0.16,0.96
13,16.0,0.16,2.08
12,16.0,0.16,1.92
13,16.0,0.16,2.08
15,16.0,0.16,2.4
27,16.0,0.16,4.32
8,16.0,0.16,1.28
6,16.0,0.16,0.96
20,16.0,0.16,3.2
20,16.0,0.16,3.2
14,16.0,0.16,2.24
14,16.0,0.16,2.24
19,16.0,0.16,3.04
5,16.0,0.16,0.8
7,16.0,0.16,1.12
14,16.0,0.16,2.24
14,16.0,0.16,2.24
